title,description,price
"Se oferă spre chirie apartament 1 cameră , Centru",, 2 200 € 
Mobilat+ tehnica=direct de la proprietar,, 74 000 € 
Dendrarium Park ApartHotel,, 50 € 
20 lei ora.Poza si pretul real.,, Negociabil 
"Центр, ул. М. Еминеску 40. 840 Евро/м2",, 139 000 € 
Buiucani  29.02.2020  Darea in exploatare !,,
"Однокомнатная квартира по лучшей цене 24900 евро от застройщика, красный кирпич, парк, Kaufland!",,
"Complexul imobiliar ""Botanic Star 2""",,
BERNARDAZZI RESIDENCE - DAT ÎN EXPLOATARE ! Apartamente PREMIUM.,,
Apartamente clasa premium de vânzare! Complex locativ pe str. Paris. Preț special! Reducere!,,
"LAGMAR – apartamente noi Centru, Buiucani, Râșcani de la 444 euro/m2",,
"Complex locativ ""Codru Residence"" 2 odai-45m2,3 odai-54m2! Super pret!",,
Valea Trandafirilor - Art Urban Grup propune Oferte înteresante!!! Achitare în Rate!,,
"Complex Ghefest compania Varincom, de la 650 euro/m2.",,
URBANCONSTRUCT - TT Complex Rezidențial str. Trandafirilor 13/2.,,
VASIGUR GRUP - s. CENTRU și BUIUCANI din cărămidă roșie! Alege locuința care te caracterizează!,,
"3 odai ,90m2 , 35900Euro",,
28700 euro 2 odai 71 m2,,
"Complex locativ ""ESTATE ART RESIDENCE"" strada Vorniceni, ESTATE INVEST COMPANY, de la 700 EUR/m2",,
1-комнатная квартира после косметического ремонта,, 1 800 MDL 
сдам малосемейку семье или девушкам  в хорошем состоянии,, 1 100 MDL 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
1-комнатная квартира помесячно на Буюканах,, 90 € 
Apartament cu o camera in stare buna se da in chirie,, 90 € 
"Apartament in centru, cu toate comoditatile, mobila, reparatie, tehnica",, 120 € 
"Se oferă spre chirie apartament 1 cameră , Botanica",, 1 900 MDL 
"Сдается 1-комнатная квартира. Парковая зона, тихий район.",, 100 € 
familie tânără cauta apartament,, 120 € 
"Se oferă spre chirie apartament 1 cameră , Centru",, 1 600 MDL 
Cдаю 1-комнатную на Скулянке,, 1 500 MDL 
Se da in chirie apartament cu o camera in centru,, 80 € 
Garsoniera,, 1 800 MDL 
"sdaetsa na dlitelinii sroc odnocomnotnaia cvartira ser-143 na protiv stroit,coledja idividua  otople",, Negociabil 
Inchirieri apartamente,, Negociabil 
Сдается на1-3 месяца Чеканы Заднипру,, 250 € 
"Nu este agentie,170e",, 170 € 
Сдается на1-3 месяца Чеканы Заднипру,, 250 € 
Se da in chirie apartament cu o camera in centru,, 2 000 MDL 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
Se da in chirie,, 100 € 
Se da in chirie apartament cu o camera in centru,, 2 000 MDL 
"Apartament pe str Berezovschii 14, pe ternen indelungat",, 270 € 
"Str Gh Asachi 4, bloc nou , se da in chirie apartament cu o camera",, 300 € 
Se da in chirie apartament cu o camera in centru,, 1 800 MDL 
просторно и удобно,, Negociabil 
"Vis-a-vis de spit Oncologic , linga Vila Verde  se da in chirie apartament cu o camera",, 270 € 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
"Str Gh Asachi , se da in chirie apartament pe termen indelungat",, 300 € 
Apartament in chirie toate comoditățile incluse.,, 150 € 
Se da in chirie apartament cu o camera in centru,, 2 000 MDL 
"Apartament 1camera, Buiucani,linga uzina Alfa,170,nu e agentie",, 170 € 
1-комнатная квартира в хорошем состоянии 1600 леев,, 1 600 MDL 
1-комнатная,, 100 € 
1-комнатная квартира в хорошем состоянии,, 1 800 MDL 
Квартира на Ботанике,, 1 500 MDL 
Apartament cu o odaie,, 100 € 
"Centru, str. Armenească. Apartament cu 1 camera 200 euro",, 200 € 
Se da in chirie de urgenta apartament mobilat cu odaie,, 1 800 MDL 
"Centru, str. Nicolae Testemițeanu. Apartament cu 1 camera bloc nou 250 euro",, 250 € 
"Centru, str. Nicolae Testemițeanu. Apartament cu 1 camera bloc nou 230 euro",, 230 € 
"Riscani, str. Florilor. Apartament cu 1 camera bloc nou",, Negociabil 
Chirie 1_camera 200 euro str. Armenească 30,, 200 € 
Chirie 1-camera 240 euro str. Nicolae Testemițeanu 3/18,, 240 € 
Chirie 1_camera 250 euro str. Nicolae Testemițeanu 21/1,, 250 € 
Chirie 1-camere 230 euro str. Alexandru Vlahuță 38,, 230 € 
Apartament cu o camera in stare buna se da in chirie,, 1 800 MDL 
"1-комнатная квартира для семьи, находится в хорошем районе, чистая, после ремонта.",, 1 700 MDL 
Se da in chirie apartament cu o camera la cocana,, 2 000 MDL 
"Dau in chirie apartament cu o odaie pentru o familie sau fete,daca sint educati primesc si baieti.",, 1 300 MDL 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
Apartament - 1 camere,, 150 € 
Dau in chirie pentru termen indelungat,, 150 € 
Se da in chirie,, 200 € 
Срочно сдам однокомнатную квартиру в центре,, 1 300 MDL 
1-комнатная квартира после косметического ремонта недорого,, 1 700 MDL 
Сдаю малосемейку 800 леев,, 800 MDL 
Однокомнатная квартира с мебелью сдаётся на буюканах,, 1 400 MDL 
1-camera in camin cu comoditati cu mobila,, 600 MDL 
1-комнатная квартира после косметического ремонта,, 80 € 
"Apartament in centru, cu toate comoditatile, mobila, reparatie, tehnica",, 1 800 MDL 
Сдаётся квартира 1-комнатная,, 1 800 MDL 
"Nu este agentie,170e",, 170 € 
Сдается новая квартира на Милано - 380€/месяц,, Negociabil 
Apartament cu toate comoditățile pentru orice perioadă!,, 1 800 MDL 
Apartament in chirie Centru,, 1 300 MDL 
Сдаю квартиру на хороших условиях .,, 1 600 MDL 
Se da in chirie de urgenta apartament mobilat cu odaie,, 100 € 
Garsoniera cu toate comoditatile,, 60 € 
O camera in chirie de la proprietar,, 270 € 
Se da in chirie apartament la  botanica,, 2 400 MDL 
1-комнатная квартира в хорошем состоянии,, 1 500 MDL 
Комната студия со всеми удобствами,, 200 € 
Однокомнатная квартира с мебелью сдаётся на ботанике,, 1 800 MDL 
1-комнатная квартира в хорошем состоянии 2500 леев,, 2 500 MDL 
Сдам квартиру одной или двум девушкам или молодой паре,, 1 300 MDL 
Primesc la gazda doua fete sau doi baieti sau pereche in apartament cu o camera fara stapin,, 1 500 MDL 
Cдаю квартиру на долго хорошим людям.,, 100 $ 
Se da in chirie apartament cu o camera cu toate conditiile,, 1 800 MDL 
Se da in chirie de urgenta apartament mobilat cu odaie,, 1 700 MDL 
"Chirie pe zi/ore/noapte, bloc nou",, Negociabil 
"Buiucani 1 dormitor, 47 m.p.",, 36 660 € 
Lot+depozit urgent!!!,, 37 000 € 
Apartament -  3 odai - 34 499 euro !,, 34 499 € 
BERNARDAZZI RESIDENCE - DAT ÎN EXPLOATARE ! Apartamente PREMIUM.,,
"Complex locativ ""ESTATE ART RESIDENCE"" strada Vorniceni, ESTATE INVEST COMPANY, de la 700 EUR/m2",,
URBANCONSTRUCT - TT Complex Rezidențial str. Trandafirilor 13/2.,,
"Complex Ghefest compania Varincom, de la 650 euro/m2.",,
"Complex locativ ""Codru Residence"" 2 odai-45m2,3 odai-54m2! Super pret!",,
"Complexul imobiliar ""Botanic Star 2""",,
Apartamente clasa premium de vânzare! Complex locativ pe str. Paris. Preț special! Reducere!,,
28700 euro 2 odai 71 m2,,
Buiucani  29.02.2020  Darea in exploatare !,,
"Однокомнатная квартира по лучшей цене 24900 евро от застройщика, красный кирпич, парк, Kaufland!",,
"3 odai ,90m2 , 35900Euro",,
Valea Trandafirilor - Art Urban Grup propune Oferte înteresante!!! Achitare în Rate!,,
VASIGUR GRUP - s. CENTRU și BUIUCANI din cărămidă roșie! Alege locuința care te caracterizează!,,
"LAGMAR – apartamente noi Centru, Buiucani, Râșcani de la 444 euro/m2",,
garsoniera,, 1 800 MDL 
Ofer in chirie o garsoniera,, 1 200 MDL 
1-комнатная квартира в хорошем состоянии 1600 леев,, 1 600 MDL 
1-комнатная квартира в хорошем состоянии 1600 леев,, 1 600 MDL 
1-комнатная квартира в хорошем состоянии 1500 леев,, 1 500 MDL 
Apartament cu o odaie,, 700 MDL 
Ofer in chirie o garsoniera,, 1 500 MDL 
"Se da in chirie apartament cu o camera, curat, ingrijit, comod, confortabil. Apartamentul e amplasat",, 100 € 
"Se da in chirie apartament mobilat, necesara cu toata tehnica cu toate comoditatile",, 100 € 
Apartament în chirie pentru orice perioadă!!!,, Negociabil 
apartament 1 camera Centru/ Grand Hall/Cosmos!Simplu si Comod,, 160 € 
Сдаю однокомнатную квартиру,, 1 € 
Fii primul...apartamen cu  1 sau 2  camere mari cu super  conditii nou in  casa de linga UNIC,, Negociabil 
Сдается 1-комнатная квартира после евроремонта со всеми удобствами!,, Negociabil 
New apartment new apartment,, 230 € 
Apartment bloc nou,, 230 € 
Сдам однокомнатную квартиру порядочной семье,, 1 400 MDL 
"Сдаю однокомнатную с хорошими условиями,можно с детьми.",, 100 $ 
В парковой зоне сдается 1-комнатная,, 1 400 MDL 
Сдаю малосемейку 600 леев,, 600 MDL 
"Spre chirie apartament cu 1 cameră, bloc nou! Sectorul Botanica",, 260 € 
Apartament cu o camera-studia in sec. centru,, 1 200 MDL 
Dau apartament in chirie cu o camera,, 1 300 MDL 
De urgenta apartament cu o camera la pret mic 100 $ fara avans.,, 100 $ 
Apartamentul este dotat cu tehnică de uz casnic,, 1 200 MDL 
Chirie pe orice perioada,, 80 € 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
chirie pe termen lung,, 200 € 
Se da in chirie apartament cu o camera in centru,, 120 € 
Garsoniera cu 1 camera pe termen lung,, 1 200 MDL 
"1-комнатная квартира для семьи, находится в хорошем районе, чистая, после ремонта.",, 2 000 MDL 
1-комнатная квартира помесячно на Рышкановке,, 100 € 
"M2-Chirie, Apartament-1 cameră, 50/mp. Bloc Nou, Centru, Albișoara, Preț-350",, Negociabil 
"Квартира в отличном состоянии, светлая, уютная и теплая",, 1 800 MDL 
Квартира в Центре для пары,, 120 $ 
Se da in chirie apartament cu o camera cu toate conditiile,, 100 $ 
"Apartamente in chirie. Armeneasca 53,et.4,of. 8",, Negociabil 
Apartament cu o camera in stare buna se da in chirie,, 2 100 MDL 
Apartament mic cu o odaie,, 1 500 MDL 
Se da in chirie apartament cu o camera in centru,, 110 € 
Apartament cu o odaie,, 100 $ 
Garsoniera,, 90 € 
Apartament cu o camera in stare buna se da in chirie,, 110 € 
Apartament cu o camera in stare buna se da in chirie,, 100 € 
Apartamen cu odaie 100 euro,, 100 € 
apartament cu o camera,, 300 € 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
Сдаю 1-комнатная Центр 143 серия,, 200 € 
Se da in chirie apartament cu o camera in centru,, 2 000 MDL 
1 camera+ living,, 300 € 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
1-комнатная квартира в хорошем состоянии 1700 леев,, 1 700 MDL 
Apartament cu o camera in stare buna se da in chirie,, 100 € 
Apartament cu o camera fara stapin in centru,, 80 € 
Ofer in chirie o garsoniera,, 1 200 MDL 
Ofer in chirie o garsoniera,, 1 800 MDL 
Se da in chirie apartament cu o camera in centru,, 1 800 MDL 
"Se da in chirie apartament cu o camera, curat, ingrijit, comod, confortabil.",, 110 € 
Garsoniera cu mobila cu toate comoditati,, 1 500 MDL 
1-комнатная квартира в хорошем состоянии 1800 леев,, 1 800 MDL 
Dau in chirie garsoniera.,, 1 500 MDL 
Se dă în chirie apartament cu o cameră tip studiou! pentru termen scurt!,, 450 MDL 
"Apartamen-studiou   cu  1 sau 2  camera  mare cu super  conditii , nou",, Negociabil 
Se da in chirie de urgenta garsoniera,, 1 100 MDL 
Apartament cu o camera 1600 lei,, 1 600 MDL 
Caut urgent gazdash pe timp indelungat familia cu copii sau fete,, 1 700 MDL 
"Garsoniera cu 1 camera,pe termen lung",, 1 200 MDL 
Se da in chirie de urgenta apartament mobilat cu odaie,, 1 800 MDL 
1-комнатная квартира в хорошем состоянии,, 1 400 MDL 
Срочно.Квартира после ремонта.,, 1 500 MDL 
1-комнатная квартира после косметического ремонта,, 1 300 MDL 
Сдам 1- комнатную квартиру семье.,, 1 600 MDL 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
Chirie ora/zi/luna. Super oferta și super pret!!!,, 6 € 
1-комнатная квартира в хорошем состоянии,, 100 € 
se da in chirie garsoniera,, 1 600 MDL 
Apartament in chirie Centru,, 1 800 MDL 
Se da in chirie apartament cu o camera in centru,, 2 000 MDL 
"Centru, str. Armenească. Apartament cu 1 camera 200 euro",, 200 € 
"Centru, str. Nicolae Testemițeanu. Apartament cu 1 camera bloc nou 250 euro",, 250 € 
Buiucani 55 m2 Proprietar!,, 39 700 € 
Foarte simplu - intri și trăiești! Super apartament la un super preț!,, 76 999 € 
Buiucani 55 m2 Proprietar!,, 39 700 € 
Centrul Chișinăului. Intersecția str.Sfatul Țării/Sf.Andrei. Vizavi de Parcul Zaikin.,, 34 900 € 
"Complexul imobiliar ""Botanic Star 2""",,
"Однокомнатная квартира по лучшей цене 24900 евро от застройщика, красный кирпич, парк, Kaufland!",,
"Complex locativ ""Codru Residence"" 2 odai-45m2,3 odai-54m2! Super pret!",,
"LAGMAR – apartamente noi Centru, Buiucani, Râșcani de la 444 euro/m2",,
"3 odai ,90m2 , 35900Euro",,
"Complex Ghefest compania Varincom, de la 650 euro/m2.",,
Apartamente clasa premium de vânzare! Complex locativ pe str. Paris. Preț special! Reducere!,,
Buiucani  29.02.2020  Darea in exploatare !,,
28700 euro 2 odai 71 m2,,
"Complex locativ ""ESTATE ART RESIDENCE"" strada Vorniceni, ESTATE INVEST COMPANY, de la 700 EUR/m2",,
VASIGUR GRUP - s. CENTRU și BUIUCANI din cărămidă roșie! Alege locuința care te caracterizează!,,
Valea Trandafirilor - Art Urban Grup propune Oferte înteresante!!! Achitare în Rate!,,
URBANCONSTRUCT - TT Complex Rezidențial str. Trandafirilor 13/2.,,
BERNARDAZZI RESIDENCE - DAT ÎN EXPLOATARE ! Apartamente PREMIUM.,,
"Centru, str. Nicolae Testemițeanu. Apartament cu 1 camera bloc nou 230 euro",, 230 € 
"Riscani, str. Florilor. Apartament cu 1 camera bloc nou",, Negociabil 
Se da in chirie de urgenta apartament mobilat cu odaie,, 1 800 MDL 
"Chirie apartament cu 1 odaie,  str. Independentei",, 200 € 
На долго срочно сдаю малосемейку паре или семье,, 1 300 MDL 
Apartament in chirie Centru,, 1 200 MDL 
"Dau in chirie apartament cu o odaie pentru o familie sau fete,daca sint educati primesc si baieti.",, 1 500 MDL 
apartament cu odae,, 1 300 MDL 
Chirie 1-camera 150 euro str. Studenților 3/6,, 150 € 
se da in chirie apartament cu o camera,, Negociabil 
Urgent! Pe timp lung!,, 500 MDL 
Primesc la gazda doua fete sau doi baieti sau pereche in apartament cu o camera,, 2 000 MDL 
Dau in chirie apartament mobilata in starea ideala,, 1 500 MDL 
Сдам однокомнатную малогаборитную квартиру,, 1 300 MDL 
Se da in chirie apartament cu o camera cu toate conditiile,, 1 600 MDL 
Se da in chirie de urgenta apartament mobilat cu odaie,, 100 $ 
Apartament cu o camera la botanica 60 euro,, 60 € 
Ofer in chirie apartament cu o camera,, 180 € 
Dau în chirie ap.în Centru 1cameră+living,, 280 € 
"Se da in chirie apartament mobilat, necesara cu toata tehnica cu toate comoditatile.",, 1 600 MDL 
Garsoniera cu mobila cu toate comoditati,, 1 200 MDL 
Apartament cu o odaie in centru,, 1 500 MDL 
Garsoniera cu mobila cu toate comoditati,, 1 600 MDL 
Apartament cu o camera in stare buna se da in chirie la persoane serioase mai cedam,, 100 € 
Apartament cu o camera in stare buna se da in chirie sector ciocana,, 1 500 MDL 
Garsoniera la Botanica pentru studenta,, 100 € 
"Apartament in centru, cu toate comoditatile, mobila, reparatie, tehnica, net",, 1 500 MDL 
1-комнатная квартира в хорошем состоянии,, 1 600 MDL 
Chirie apartament Sect.Riscani,, 180 € 
"Blok nou !Euro reparatie!Apartament Superb închirie,Telecentru str.G.Casu ,linga Moll,pret 250 euro!",, 250 € 
сдам 1-комнатную квартиру с мебелью,, 1 300 MDL 
Сдам однокомнатную квартиру порядочной семье,, 1 200 MDL 
Apartament cu o camera in stare buna se da in chirie 2000 lei serioase mai cedam,, 2 000 MDL 
Caut urgent gazdash pe timp indelungat familia cu copii sau fete,, 1 300 MDL 
"1-комнатная квартира для семьи, находится в хорошем районе, чистая, после ремонта.",, 1 700 MDL 
Se da in chirie apartament cu o camera cu toate conditiile,, 100 $ 
1-комнатная квартира в хорошем состоянии с мебелью,, 1 500 MDL 
apartamen cu odaie .,, 110 € 
Apelati direct la telefon direct ori pentru cei de peste hotare viber/whatsAp...negociabil!!!,, 13 500 € 
Pe teren   scurt...1-2  saptamini    apartament pe orice perioada  cu parcare,, 15 € 
Apartament cu o odaie la pretul de 130 euro,, 130 € 
Se da in chirie garsoniera,, 1 500 MDL 
Apartament cu o camera in stare buna se da in chirie,, 1 800 MDL 
1-комнатная квартира в хорошем состоянии,, 1 600 MDL 
Квартира в Центре!,, 1 400 MDL 
Сдается квартира на Телецентре,, 1 200 MDL 
"Apartament in centru, cu toate comoditatile, mobila, reparatie, tehnica, net",, 100 € 
chirie lunara pe pereoada lunga,, 1 300 MDL 
Apartament cu o camera in stare buna se da in chirie sector centru,, 2 000 MDL 
Квартира сдается с хорошими условиями оплата помесячно можно с детьми,, 1 400 MDL 
Apartament cu 1 camera Centru  180 euro,, 180 € 
Accept persoane la gazda in apartament cu o camera,, 2 200 MDL 
Сдаю малосемейку 800  леев,, 800 MDL 
Сдаётся! Очень хорошее месторасположение.,, 100 € 
Se da in chirie de urgenta garsoniera,, 800 MDL 
se da in chirie,, Negociabil 
Casa noua!Euroreparatie!Apartament cu doua camere(dormitor+salon) str.Nadejda Russo .Pret 330 eu,, 330 € 
Сдам 1-комнатную квартиру после кап ремонта,, 1 600 MDL 
Однокомнатная квартира с мебелью сдаётся на Ботанике,, 1 000 MDL 
Однокомнатная квартира после ремонта.,, 2 000 MDL 
Dau in chirie apartament,, Negociabil 
Chirie la pret avantajos,, Negociabil 
Apartament in chirie!,, 260 € 
"Сдается 1-комнатная, центр, долгосрочно",, 230 € 
Сдаю малосемейку для пары или девочек,, 1 400 MDL 
Однокомнатная квартира сдается,, 2 100 € 
Spre chirie apartament de lux,, 2 200 MDL 
Apartament cu o odaie in bloc nou,, 2 000 MDL 
Однокомнатная квартира с мебелью сдаётся на Ботанике,, 1 700 MDL 
Se da in chirie de apartament mobilat cu odaie,, 100 € 
Se dă în chirie apartament cu 1 cameră,, 100 $ 
"Se oferă spre chirie apartament 1 cameră , Botanica",, 100 € 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
"1-комнатная квартира для семьи, находится в хорошем районе, чистая, после ремонта",, 2 100 MDL 
"Квартира в отличном состоянии, светлая, уютная и теплая.",, 1 300 MDL 
"Se oferă spre chirie apartament 1 cameră , Botanica",, 100 € 
se da in chirie garsoniera,, 1 200 MDL 
"Apartament in centru, cu toate comoditatile, mobila, reparatie, tehnica",, 100 € 
"Apartament in centru, cu toate comoditatile, mobila, reparatie, tehnica",, 2 000 MDL 
Apartament cu o camera in stare buna se da in chirie,, 100 € 
Apartament cu 2 odai -  2-4 persoane,, 800 MDL 
Art urban grup propune oferte înteresante!!! parcul valea trandafirilor.,, Negociabil 
dau in chirie apartament cu o camera,, 150 € 
Urgent vind casa aproape de parc Lazo pe str.Titulescu/Zelinski,, 144 000 € 
"Однокомнатная квартира по лучшей цене 24900 евро от застройщика, красный кирпич, парк, Kaufland!",,
"3 odai ,90m2 , 35900Euro",,
Buiucani  29.02.2020  Darea in exploatare !,,
28700 euro 2 odai 71 m2,,
Valea Trandafirilor - Art Urban Grup propune Oferte înteresante!!! Achitare în Rate!,,
URBANCONSTRUCT - TT Complex Rezidențial str. Trandafirilor 13/2.,,
"Complex locativ ""Codru Residence"" 2 odai-45m2,3 odai-54m2! Super pret!",,
Apartamente clasa premium de vânzare! Complex locativ pe str. Paris. Preț special! Reducere!,,
"Complexul imobiliar ""Botanic Star 2""",,
"Complex locativ ""ESTATE ART RESIDENCE"" strada Vorniceni, ESTATE INVEST COMPANY, de la 700 EUR/m2",,
BERNARDAZZI RESIDENCE - DAT ÎN EXPLOATARE ! Apartamente PREMIUM.,,
VASIGUR GRUP - s. CENTRU și BUIUCANI din cărămidă roșie! Alege locuința care te caracterizează!,,
"LAGMAR – apartamente noi Centru, Buiucani, Râșcani de la 444 euro/m2",,
"Complex Ghefest compania Varincom, de la 650 euro/m2.",,
"1-комнатная квартира для семьи, находится в хорошем районе, чистая, после ремонта",, 110 € 
1-комнатная квартира в хорошем состоянии,, 100 € 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
chirie apartament,, 290 € 
Сдаю квартиру по адресу Московскии проспект 13/4,, 150 € 
Сдается однокомнатная квартира  Квартира мебелирована  Ванной комнате всё Укомплектована В спальнои,, 143 € 
"Chirie pe termen scurt! cameră cu bucătărie comună, sau apartament cu o cameră!",, 450 MDL 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
Chirie pentru perioadă scurtă lîngă shopping mall dova!!!,, 220 € 
........Apartamen cu  1 sau 2  camere mari cu super  conditii cu parcare,, Negociabil 
Rezervare  ......  apartament dotat  cu  tot  necesarul,, Negociabil 
Se da in chirie de urgenta apartament mobilat cu odaie,, 1 800 MDL 
Сдам  1 - комнатая квартир  30 м2  меблированная 160 е,, 160 € 
"250 euro, apartament lângă Shopping Malldova",, 250 € 
Se da in chirie de urgenta apartament mobilat cu odaie,, 2 000 MDL 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
"Se dă  în chirie apartament, de dorit pe termen lung",, 250 € 
O casa pentru buzunarul tau,, Negociabil 
Apartament cu o camera in stare buna se da in chirie,, 1 400 MDL 
Apartament cu o camera in stare buna se da in chirie,, 2 100 MDL 
Apartament cu o odaie,, 100 € 
Apartament cu o camera in stare buna se da in chirie,, 120 € 
Apartament cu o camera in stare buna se da in chirie la persoane serioase mai cedam,, 100 $ 
Se da in chirie de urgenta apartament mobilat cu odaie,, 2 000 MDL 
Apartament cu o camera in stare buna se da in chirie sector botanica,, 1 400 MDL 
Apartament cu o camera in stare buna se da in chirie,, 1 800 MDL 
"Dau in chirie apartament cu o odaie pentru o familie sau fete,daca sint educati primesc si baieti.",, 1 800 MDL 
"M2-Chirie, apartamente cu 1 camere, 72/mp,  Chișinău, centru, str. Sfatul Țării. preț 380",, 380 € 
Dau in chirie garsoniera mobilata cu comoditati,, 130 € 
Caut urgent gazdash pe timp indelungat familia sau fete,, 1 600 MDL 
Apartament.,, 1 300 MDL 
Сдам однокомнатную квартиру порядочной семье,, 1 200 MDL 
Se da in chirie apartament cu o camera in centru,, 2 000 MDL 
Однокомнатная квартира сдается,, 1 300 MDL 
Apartament cu o camera in stare buna se da in chirie,, 1 600 MDL 
Se da in chirie de urgenta apartament mobilat cu odaie,, 1 000 MDL 
Сдаю квартиру на хороших условиях .,, 1 800 MDL 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
"Сдается 1- комнатная квартира на ботанике  300€, бд. Дечебал",, 300 € 
Langa MALL,, 120 € 
Apartament cu toate comoditățile pentru orice perioadă!,, 1 500 MDL 
Малосемейка с хорошими условиями,, 1 800 MDL 
Se da in chirie apartament cu o camera,, 2 300 MDL 
Малосемейка с хорошими условиями,, 1 600 MDL 
1-комнатная квартира в хорошем состоянии,, 1 800 MDL 
"Centru, str. Armenească. Apartament cu 1 camera 200 euro",, 200 € 
Se da in chirie de urgenta apartament mobilat cu odaie,, 1 800 MDL 
"Centru, str. Nicolae Testemițeanu. Apartament cu 1 camera bloc nou 250 euro",, 250 € 
"Centru, str. Nicolae Testemițeanu. Apartament cu 1 camera bloc nou 230 euro",, 230 € 
"Riscani, str. Florilor. Apartament cu 1 camera bloc nou",, Negociabil 
Apartament cu o camera in stare buna se da in chirie sector centru,, 120 € 
Apartament cu o camera in stare buna se da in chirie,, 100 € 
"Apartament in centru, cu toate comoditatile, mobila, reparatie, tehnica, net",, 1 600 MDL 
Garsoniera cu mobila cu toate comoditati,, 1 700 MDL 
Сдам однокомнатную квартиру семье или паре,, 1 800 MDL 
Apartament cu o camera cu mobila,, 1 300 MDL 
Сдаю комнату в центре без хозяина по 300 леев с человека,, 300 MDL 
primesc la gazda doua fete sau doi baieti sau pereche in apartament cu o camera,, 1 500 MDL 
Сдаем  квартиру!!чеканы.без посредников!!,, 250 € 
Se da in chirie de urgenta apartament mobilat cu odaie 1600 lei,, 1 600 MDL 
Сдаю однокомнатную квартиру в очень хорошем состояние,, 1 800 MDL 
Apartament cu o camera in stare buna se da in chirie,, 1 700 MDL 
1-комнатная малогаборитная квартира после косметического ремонта,, 1 000 MDL 
"Casa noua! Euro reparatie! Apartament cu odaie+living. Nou-nouti ,str.Testemitianu linga Moll.",, 300 € 
Сдам на долгий срок.,, 160 € 
chirie,, Negociabil 
"Chirie! Telecentru, 1 cameră, str. Miorița! Euroreparație!",, 250 € 
"Сдается 1-комнатная квартира. Парковая зона, тихий район.",, 100 € 
garsoniera cu toate comoditatile,, 1 200 MDL 
Комната сдается на долго порядочным.Можно  студентов.,, 1 500 MDL 
1-комнатная квартира в хорошем состоянии,, 1 800 MDL 
Apartament cu o camera in stare buna se da in chirie,, 1 600 MDL 
Apartament cu o camera in stare buna se da in chirie,, 100 € 
Se da in chirie garsoniera mobilata,, 1 500 MDL 
"Centru, apartament cu o camera in bloc noua 120 evro",, 120 € 
Apartament cu o camera 100 $,, 100 $ 
se da in chirie o camera din doua pentru o familie sau o pereche se poate si cu copil,, 1 500 MDL 
Bloc nou! Apartament odaie str.G.Casu linga MOLL.Pret 220 euro.,, 220 € 
Apartament cu o camera,, 200 € 
Garsoniera cu mobila cu toate comoditati,, 1 200 MDL 
Chirie,, 1 250 € 
"Chirie apartament 1 odaie,casa noua,Botanica",, 210 € 
"Chirie apartament cu 1 cameră, sect. Centru, str. Sfatul Țării, 450 €",, 450 € 
Апартаменты в центре Кишинева - ул. Чуфля 4 - сдаем 24/24.,, 45 € 
"Complex Ghefest compania Varincom, de la 650 euro/m2.",,
"LAGMAR – apartamente noi Centru, Buiucani, Râșcani de la 444 euro/m2",,
"Complex locativ ""ESTATE ART RESIDENCE"" strada Vorniceni, ESTATE INVEST COMPANY, de la 700 EUR/m2",,
Apartamente clasa premium de vânzare! Complex locativ pe str. Paris. Preț special! Reducere!,,
"Complex locativ ""Codru Residence"" 2 odai-45m2,3 odai-54m2! Super pret!",,
URBANCONSTRUCT - TT Complex Rezidențial str. Trandafirilor 13/2.,,
"3 odai ,90m2 , 35900Euro",,
BERNARDAZZI RESIDENCE - DAT ÎN EXPLOATARE ! Apartamente PREMIUM.,,
"Complexul imobiliar ""Botanic Star 2""",,
28700 euro 2 odai 71 m2,,
"Однокомнатная квартира по лучшей цене 24900 евро от застройщика, красный кирпич, парк, Kaufland!",,
Valea Trandafirilor - Art Urban Grup propune Oferte înteresante!!! Achitare în Rate!,,
Buiucani  29.02.2020  Darea in exploatare !,,
VASIGUR GRUP - s. CENTRU și BUIUCANI din cărămidă roșie! Alege locuința care te caracterizează!,,
Сдам квартиру одной или двум девушкам или молодой паре,, 1 300 MDL 
Garsoniera cu conditiile bune,, Negociabil 
сдам однокомнатную квартиру семье или паре,, 1 400 MDL 
"Se ofera spre chirie apartament cu 1 camera,+living sec.Botanica,str.Trandafirilor!",, 350 € 
"Сдается 1-комнатная квартира. Парковая зона, тихий район",, 1 800 MDL 
1-комнатная квартира после косметического ремонта,, 1 500 MDL 
